/data_file_name=/CTD002_D20240130T201820,csv;;;;;;;;
/tare_pressure=10,664;;;;;;;;
/tare_pressure_sd=0,059;;;;;;;;
/tare_pressure_n=10;;;;;;;;
datetime;conductivity;temperature1;temperature 1 corrigé;pressure;temperature2;temperature 2 corrigé;voltage;Remarques
2024-01-30T20:18:22;68530;27,71;27,75;1,274;27,9;28,36;3,99;Mise à l'eau
2024-01-30T20:18:22;68600;27,71;27,75;1,998;27,8;28,26;3,938;
2024-01-30T20:18:23;68700;27,68;27,72;2,824;27,7;28,15;3,94;
2024-01-30T20:18:24;68760;27,68;27,72;3,551;27,7;28,15;3,938;
2024-01-30T20:18:24;68710;27,67;27,71;3,836;27,6;28,05;3,938;
2024-01-30T20:18:25;68770;27,68;27,72;4,034;27,6;28,05;3,936;
2024-01-30T20:18:26;68820;27,65;27,7;4,447;27,5;27,95;3,938;
2024-01-30T20:18:27;68780;27,65;27,7;4,426;27,5;27,95;3,934;
2024-01-30T20:18:27;68800;27,68;27,72;4,17;27,4;27,85;3,934;
2024-01-30T20:18:28;68750;27,64;27,69;4,095;27,4;27,85;3,936;
2024-01-30T20:18:29;68810;27,65;27,7;4,212;27,4;27,85;3,938;
2024-01-30T20:18:30;68790;27,67;27,71;4,209;27,4;27,85;3,934;
2024-01-30T20:18:30;68790;27,64;27,69;3,906;27,3;27,75;3,934;
2024-01-30T20:18:31;68790;27,66;27,7;3,688;27,3;27,75;3,94;
2024-01-30T20:18:32;68770;27,65;27,7;4,114;27,3;27,75;3,938;
2024-01-30T20:18:33;68870;27,65;27,7;4,642;27,3;27,75;3,934;
2024-01-30T20:18:33;68820;27,65;27,7;4,325;27,2;27,65;3,936;
2024-01-30T20:18:34;68800;27,64;27,69;3,625;27,2;27,65;3,936;
2024-01-30T20:18:35;68820;27,64;27,69;3,265;27,2;27,65;3,934;
2024-01-30T20:18:36;68840;27,65;27,7;3,631;27,2;27,65;3,938;
2024-01-30T20:18:36;68820;27,63;27,68;4,253;27,2;27,65;3,934;
2024-01-30T20:18:37;68800;27,65;27,7;4,453;27,1;27,54;3,936;
2024-01-30T20:18:38;68830;27,61;27,66;3,923;27,1;27,54;3,934;
2024-01-30T20:18:38;68850;27,59;27,64;3,386;27,1;27,54;3,938;
2024-01-30T20:18:39;68830;27,63;27,68;3,269;27,1;27,54;3,938;
2024-01-30T20:18:40;68810;27,59;27,64;3,594;27,1;27,54;3,938;
2024-01-30T20:18:41;68840;27,62;27,67;3,92;27,1;27,54;3,936;
2024-01-30T20:18:41;68870;27,61;27,66;4,2;27,1;27,54;3,936;
2024-01-30T20:18:42;68820;27,6;27,65;4,329;27,1;27,54;3,938;
2024-01-30T20:18:43;68820;27,62;27,67;3,844;27;27,44;3,938;
2024-01-30T20:18:44;68840;27,58;27,63;3,263;27;27,44;3,938;
2024-01-30T20:18:44;68870;27,63;27,68;3,107;27;27,44;3,938;
2024-01-30T20:18:45;68840;27,57;27,62;3,575;27;27,44;3,936;
2024-01-30T20:18:46;68870;27,64;27,69;4,052;27;27,44;3,936;
2024-01-30T20:18:47;68850;27,56;27,61;4,195;27;27,44;3,938;
2024-01-30T20:18:47;68880;27,61;27,66;3,798;27;27,44;3,936;
2024-01-30T20:18:48;68830;27,64;27,69;3,263;27;27,44;3,936;
