/data_file_name=/CTD002_D20240803T193707,csv;;;;;;;;
/tare_pressure=10,360;;;;;;;;
/tare_pressure_sd=0,003;;;;;;;;
/tare_pressure_n=10;;;;;;;;
datetime;conductivity;temperature1;temperature 1 corrigé;pressure;temperature2;temperature 2 corrigé;voltage;Remarques
2024-08-03T19:37:09;0;9,45;9,65;0,007;10,4;10,58;4,034;
2024-08-03T19:37:09;0;9,36;9,56;0,01;10,4;10,58;3,994;
2024-08-03T19:37:10;0;9,5;9,70;0,002;10,4;10,58;3,996;
2024-08-03T19:37:11;0;9,68;9,88;0,004;10,4;10,58;3,994;
2024-08-03T19:37:12;0;9,83;10,03;0,01;10,4;10,58;3,994;
2024-08-03T19:37:13;0;9,8;10,00;0,003;10,4;10,58;3,996;
2024-08-03T19:37:13;0;9,67;9,87;0,011;10,4;10,58;4;
2024-08-03T19:37:14;0;9,69;9,89;0,015;10,4;10,58;3,994;
2024-08-03T19:37:15;0;9,67;9,87;0,016;10,4;10,58;3,996;
2024-08-03T19:37:16;0;9,64;9,84;0,017;10,4;10,58;3,996;
2024-08-03T19:37:16;0;9,62;9,82;0,016;10,4;10,58;3,996;
2024-08-03T19:37:17;0;9,55;9,75;0,025;10,4;10,58;3,998;
2024-08-03T19:37:18;0;9,42;9,62;0,038;10,3;10,48;4;
2024-08-03T19:37:19;0;9,27;9,47;0,041;10,3;10,48;3,996;
2024-08-03T19:37:19;0;9,25;9,45;0,042;10,3;10,48;4;
2024-08-03T19:37:20;0;9,22;9,42;0,051;10,3;10,48;3,994;
2024-08-03T19:37:21;0;9,2;9,40;0,041;10,3;10,48;3,996;
2024-08-03T19:37:22;0;9,16;9,36;0,05;10,3;10,48;3,996;
2024-08-03T19:37:23;0;9,28;9,48;0,038;10,3;10,48;3,994;
2024-08-03T19:37:23;4541;9,24;9,44;0,012;10,4;10,58;4;
2024-08-03T19:37:24;32860;7,04;7,26;0,21;10,3;10,48;3,996;Mise à l'eau
2024-08-03T19:37:25;31780;5,49;5,72;0,176;10;10,17;3,994;
2024-08-03T19:37:26;31760;4,72;4,96;0,167;9,6;9,77;3,996;
2024-08-03T19:37:26;31690;4,26;4,50;0,256;9,2;9,36;3,994;
2024-08-03T19:37:27;31560;4,05;4,30;0,434;8,8;8,96;3,992;
2024-08-03T19:37:28;31660;3,92;4,17;0,55;8,4;8,55;3,996;
2024-08-03T19:37:29;31460;3,74;3,99;0,784;8;8,14;3,992;
2024-08-03T19:37:29;31270;3,56;3,81;1,362;7,6;7,74;3,992;
2024-08-03T19:37:30;31150;3,42;3,67;1,664;7,2;7,33;3,994;
2024-08-03T19:37:31;31010;3,32;3,57;2,015;6,8;6,92;3,996;
2024-08-03T19:37:32;30720;3,23;3,48;2,684;6,5;6,62;3,992;
2024-08-03T19:37:32;30480;3,02;3,27;3,392;6,2;6,31;3,99;
2024-08-03T19:37:33;30270;2,73;2,99;4,161;5,9;6,01;3,992;
2024-08-03T19:37:34;30370;2,55;2,81;4,916;5,6;5,70;3,992;
2024-08-03T19:37:35;30340;2,44;2,70;5,471;5,3;5,40;3,994;
2024-08-03T19:37:36;30260;2,34;2,60;6,023;5;5,10;3,99;
2024-08-03T19:37:36;29880;2,27;2,53;6,465;4,7;4,79;3,994;
2024-08-03T19:37:37;30220;2,23;2,49;6,625;4,5;4,59;3,99;
2024-08-03T19:37:38;30190;2,19;2,45;6,632;4,2;4,28;3,99;
2024-08-03T19:37:39;30050;2,18;2,44;6,574;4;4,08;3,994;
2024-08-03T19:37:39;30260;2,15;2,41;6,467;3,8;3,88;3,996;
2024-08-03T19:37:40;30200;2,13;2,39;6,396;3,7;3,77;3,992;
2024-08-03T19:37:41;30380;2,18;2,44;6,372;3,5;3,57;3,99;
2024-08-03T19:37:42;30380;2,19;2,45;6,313;3,4;3,47;3,99;
2024-08-03T19:37:42;30330;2,23;2,49;6,203;3,2;3,27;3,992;
2024-08-03T19:37:43;30370;2,19;2,45;6,183;3,1;3,17;3,994;
2024-08-03T19:37:44;30400;2,17;2,43;6,266;3;3,06;3,99;
2024-08-03T19:37:45;30400;2,23;2,49;6,417;2,9;2,96;3,992;
2024-08-03T19:37:46;30380;2,15;2,41;6,583;2,8;2,86;3,99;
2024-08-03T19:37:46;30390;2,17;2,43;6,606;2,7;2,76;3,992;
2024-08-03T19:37:47;30380;2,18;2,44;6,515;2,6;2,66;3,992;
2024-08-03T19:37:48;30350;2,15;2,41;6,479;2,5;2,56;3,99;
