datetime;conductivity;temperature1;temperature 1 corrected;pressure;temperature2;temperature 2 corrected;voltage;Remarks
2024-01-26T19:59:38;66770;26.78;26.83;1.845;26;26.43;3.86;
2024-01-26T19:59:39;66800;26.78;26.83;1.593;26;26.43;3.864;
2024-01-26T19:59:39;66750;26.78;26.83;1.43;26;26.43;3.86;
2024-01-26T19:59:40;66770;26.8;26.85;1.334;26;26.43;3.858;
2024-01-26T19:59:41;66790;26.78;26.83;1.204;26;26.43;3.862;
2024-01-26T19:59:42;66770;26.79;26.84;1.045;26;26.43;3.864;
2024-01-26T19:59:42;66810;26.79;26.84;0.87;26;26.43;3.86;
2024-01-26T19:59:43;66770;26.8;26.85;0.861;26;26.43;3.86;
2024-01-26T19:59:44;66770;26.78;26.83;0.776;26;26.43;3.864;
2024-01-26T19:59:44;66740;26.78;26.83;0.596;26;26.43;3.86;
2024-01-26T19:59:45;66790;26.78;26.83;0.498;26;26.43;3.86;Début du profil
2024-01-26T19:59:46;66810;26.78;26.83;0.539;26;26.43;3.86;
2024-01-26T19:59:47;66770;26.78;26.83;0.655;26;26.43;3.862;
2024-01-26T19:59:47;66810;26.79;26.84;1.091;26;26.43;3.86;
2024-01-26T19:59:48;66770;26.78;26.83;1.645;26;26.43;3.862;
2024-01-26T19:59:49;66820;26.79;26.84;2.156;26;26.43;3.86;
2024-01-26T19:59:50;66840;26.8;26.85;2.507;26;26.43;3.86;
2024-01-26T19:59:50;66820;26.79;26.84;2.672;26;26.43;3.86;
2024-01-26T19:59:51;66800;26.8;26.85;2.736;26;26.43;3.856;
2024-01-26T19:59:52;66800;26.78;26.83;3.068;26;26.43;3.862;
2024-01-26T19:59:53;66850;26.8;26.85;3.599;26;26.43;3.864;
2024-01-26T19:59:53;66820;26.78;26.83;4.015;26;26.43;3.858;
2024-01-26T19:59:54;66820;26.78;26.83;4.387;26;26.43;3.856;
2024-01-26T19:59:55;66850;26.8;26.85;4.81;26;26.43;3.864;
2024-01-26T19:59:56;66780;26.78;26.83;5.188;26;26.43;3.864;
2024-01-26T19:59:56;66830;26.79;26.84;5.759;26;26.43;3.866;
2024-01-26T19:59:57;66870;26.77;26.82;6.173;26;26.43;3.864;
2024-01-26T19:59:58;66870;26.79;26.84;6.205;26;26.43;3.866;
2024-01-26T19:59:58;66900;26.79;26.84;6.329;26;26.43;3.866;
2024-01-26T19:59:59;66900;26.78;26.83;6.824;26;26.43;3.866;
2024-01-26T20:00:00;66900;26.78;26.83;7.414;26;26.43;3.866;
2024-01-26T20:00:01;66880;26.79;26.84;7.939;26;26.43;3.874;
2024-01-26T20:00:01;66940;26.78;26.83;8.245;26;26.43;3.872;
2024-01-26T20:00:02;66940;26.78;26.83;8.58;26;26.43;3.878;
2024-01-26T20:00:03;66930;26.78;26.83;8.875;26;26.43;3.874;
2024-01-26T20:00:04;66960;26.79;26.84;9.244;26;26.43;3.874;
2024-01-26T20:00:04;66910;26.81;26.86;9.77;26;26.43;3.874;
2024-01-26T20:00:05;66980;26.78;26.83;10.253;26;26.43;3.876;
2024-01-26T20:00:06;67010;26.78;26.83;10.41;26;26.43;3.876;
2024-01-26T20:00:07;66960;26.79;26.84;10.581;26;26.43;3.876;
2024-01-26T20:00:07;67030;26.78;26.83;10.953;26;26.43;3.876;
2024-01-26T20:00:08;67030;26.79;26.84;11.433;26;26.43;3.876;
2024-01-26T20:00:09;67070;26.79;26.84;11.726;26;26.43;3.874;
2024-01-26T20:00:10;67070;26.78;26.83;12.018;26;26.43;3.874;
2024-01-26T20:00:10;67070;26.78;26.83;12.512;26;26.43;3.878;
2024-01-26T20:00:11;67050;26.79;26.84;13.074;26;26.43;3.876;
2024-01-26T20:00:12;67060;26.78;26.83;13.648;26;26.43;3.876;
2024-01-26T20:00:12;67040;26.78;26.83;14.212;26;26.43;3.874;
2024-01-26T20:00:13;67070;26.77;26.82;14.507;26;26.43;3.876;
2024-01-26T20:00:14;67080;26.74;26.79;14.447;26;26.43;3.876;
2024-01-26T20:00:15;67060;26.76;26.81;14.404;26;26.43;3.878;
2024-01-26T20:00:15;67030;26.77;26.82;14.585;26;26.43;3.876;
2024-01-26T20:00:16;67060;26.74;26.79;15.095;26;26.43;3.874;
2024-01-26T20:00:17;67100;26.75;26.8;15.771;26;26.43;3.876;
2024-01-26T20:00:18;67080;26.74;26.79;16.47;26;26.43;3.878;
2024-01-26T20:00:18;67060;26.72;26.77;17.009;26;26.43;3.878;
2024-01-26T20:00:19;67030;26.73;26.78;17.493;26;26.43;3.876;
2024-01-26T20:00:20;67100;26.73;26.78;17.812;26;26.43;3.878;
2024-01-26T20:00:21;67100;26.75;26.8;18.033;26;26.43;3.876;
2024-01-26T20:00:21;67050;26.73;26.78;18.358;26;26.43;3.878;
2024-01-26T20:00:22;67120;26.72;26.77;18.908;26;26.43;3.876;
2024-01-26T20:00:23;67120;26.72;26.77;19.434;26;26.43;3.876;
2024-01-26T20:00:24;67110;26.72;26.77;19.775;26;26.43;3.876;
2024-01-26T20:00:24;67100;26.71;26.76;19.998;26;26.43;3.874;
2024-01-26T20:00:25;67110;26.7;26.75;20.252;26;26.43;3.878;
2024-01-26T20:00:26;67100;26.7;26.75;20.562;26;26.43;3.876;
2024-01-26T20:00:26;67120;26.7;26.75;20.963;26;26.43;3.876;
2024-01-26T20:00:27;67080;26.69;26.74;21.495;26;26.43;3.878;
2024-01-26T20:00:28;67090;26.69;26.74;22.179;26;26.43;3.88;
2024-01-26T20:00:29;67110;26.68;26.73;22.76;26;26.43;3.878;
2024-01-26T20:00:29;67110;26.68;26.73;23.168;26;26.43;3.876;
2024-01-26T20:00:30;67090;26.68;26.73;23.656;26;26.43;3.878;
2024-01-26T20:00:31;67070;26.67;26.72;24.079;26;26.43;3.876;
2024-01-26T20:00:32;67070;26.66;26.71;24.317;26;26.43;3.876;
2024-01-26T20:00:32;67090;26.66;26.71;24.717;26;26.43;3.878;
2024-01-26T20:00:33;67070;26.67;26.72;25.212;26;26.43;3.876;
2024-01-26T20:00:34;67070;26.64;26.69;25.623;26;26.43;3.876;
2024-01-26T20:00:35;67070;26.66;26.71;25.882;26;26.43;3.878;
2024-01-26T20:00:35;67120;26.65;26.7;26.157;26;26.43;3.876;
2024-01-26T20:00:36;67100;26.67;26.72;26.377;26;26.43;3.876;
2024-01-26T20:00:37;67140;26.65;26.7;26.386;26;26.43;3.874;
2024-01-26T20:00:38;67120;26.66;26.71;26.543;26;26.43;3.874;
2024-01-26T20:00:38;67140;26.67;26.72;27.051;26;26.43;3.876;
2024-01-26T20:00:39;67120;26.66;26.71;27.563;26;26.43;3.876;
2024-01-26T20:00:40;67120;26.66;26.71;27.844;26;26.43;3.876;
2024-01-26T20:00:40;67120;26.65;26.7;27.943;26;26.43;3.876;
2024-01-26T20:00:41;67170;26.63;26.68;28.316;26;26.43;3.876;
2024-01-26T20:00:42;67170;26.65;26.7;28.847;26;26.43;3.878;
2024-01-26T20:00:43;67170;26.62;26.67;29.423;26;26.43;3.878;
2024-01-26T20:00:43;67170;26.66;26.71;29.888;26;26.43;3.872;
2024-01-26T20:00:44;67170;26.67;26.72;30.235;26;26.43;3.878;
2024-01-26T20:00:45;67130;26.67;26.72;30.471;26;26.43;3.88;
2024-01-26T20:00:46;67140;26.66;26.71;30.617;26;26.43;3.876;
2024-01-26T20:00:46;67190;26.66;26.71;30.72;26;26.43;3.876;
2024-01-26T20:00:47;67170;26.64;26.69;30.92;26;26.43;3.874;
2024-01-26T20:00:48;67150;26.63;26.68;31.234;26;26.43;3.876;
2024-01-26T20:00:49;67230;26.65;26.7;31.677;26;26.43;3.876;
2024-01-26T20:00:49;67180;26.65;26.7;32.156;26;26.43;3.876;
2024-01-26T20:00:50;67230;26.65;26.7;32.553;26;26.43;3.878;
2024-01-26T20:00:51;67180;26.67;26.72;32.87;26;26.43;3.878;
2024-01-26T20:00:52;67210;26.66;26.71;32.988;26;26.43;3.876;
2024-01-26T20:00:52;67160;26.65;26.7;33.229;26;26.43;3.876;
2024-01-26T20:00:53;67200;26.66;26.71;33.771;26;26.43;3.876;
2024-01-26T20:00:54;67230;26.64;26.69;34.203;26;26.43;3.878;
2024-01-26T20:00:54;67210;26.65;26.7;34.399;26;26.43;3.878;
2024-01-26T20:00:55;67190;26.67;26.72;34.641;26.1;26.53;3.876;
2024-01-26T20:00:56;67180;26.67;26.72;34.835;26;26.43;3.876;
2024-01-26T20:00:57;67160;26.65;26.7;35.048;26.1;26.53;3.88;
2024-01-26T20:00:57;67210;26.65;26.7;35.5;26;26.43;3.876;
2024-01-26T20:00:58;67210;26.64;26.69;36.063;26.1;26.53;3.876;
2024-01-26T20:00:59;67230;26.65;26.7;36.538;26.1;26.53;3.878;
2024-01-26T20:01:00;67230;26.64;26.69;36.936;26.1;26.53;3.876;
2024-01-26T20:01:00;67280;26.67;26.72;37.39;26.1;26.53;3.876;
2024-01-26T20:01:01;67260;26.64;26.69;37.974;26.1;26.53;3.878;
2024-01-26T20:01:02;67230;26.64;26.69;38.452;26.1;26.53;3.88;
2024-01-26T20:01:03;67240;26.63;26.68;38.868;26.1;26.53;3.882;
2024-01-26T20:01:03;67240;26.64;26.69;39.322;26.1;26.53;3.878;
2024-01-26T20:01:04;67220;26.66;26.71;39.916;26.1;26.53;3.876;
2024-01-26T20:01:05;67260;26.63;26.68;40.523;26.1;26.53;3.88;
2024-01-26T20:01:06;67210;26.65;26.7;41.142;26.1;26.53;3.882;
2024-01-26T20:01:06;67260;26.65;26.7;41.781;26.1;26.53;3.878;
2024-01-26T20:01:07;67280;26.62;26.67;42.348;26.1;26.53;3.88;
2024-01-26T20:01:08;67260;26.63;26.68;42.76;26.1;26.53;3.88;
2024-01-26T20:01:08;67310;26.66;26.71;43.147;26.1;26.53;3.88;
2024-01-26T20:01:09;67290;26.63;26.68;43.653;26.1;26.53;3.882;
2024-01-26T20:01:10;67240;26.65;26.7;44.191;26.1;26.53;3.882;
2024-01-26T20:01:11;67270;26.62;26.67;44.446;26.1;26.53;3.882;
2024-01-26T20:01:11;67290;26.63;26.68;44.205;26.1;26.53;3.878;
2024-01-26T20:01:12;67280;26.63;26.68;44.137;26.1;26.53;3.88;
2024-01-26T20:01:13;67260;26.64;26.69;44.175;26.1;26.53;3.878;
2024-01-26T20:01:14;67330;26.64;26.69;43.832;26.1;26.53;3.878;
2024-01-26T20:01:14;67280;26.64;26.69;43.655;26.1;26.53;3.88;
2024-01-26T20:01:15;67340;26.62;26.67;43.585;26.1;26.53;3.876;
2024-01-26T20:01:16;67270;26.62;26.67;43.776;26.1;26.53;3.882;
2024-01-26T20:01:17;67290;26.61;26.66;43.826;26.1;26.53;3.88;
2024-01-26T20:01:17;67270;26.64;26.69;43.352;26.1;26.53;3.878;
2024-01-26T20:01:18;67310;26.63;26.68;42.618;26.1;26.53;3.876;
2024-01-26T20:01:19;67270;26.63;26.68;42.026;26.1;26.53;3.88;
2024-01-26T20:01:20;67290;26.63;26.68;41.903;26.1;26.53;3.882;
2024-01-26T20:01:20;67280;26.63;26.68;42.11;26.1;26.53;3.88;
2024-01-26T20:01:21;67320;26.64;26.69;42.044;26.1;26.53;3.88;
2024-01-26T20:01:22;67290;26.64;26.69;41.693;26.1;26.53;3.878;
2024-01-26T20:01:22;67320;26.65;26.7;41.788;26.1;26.53;3.876;
2024-01-26T20:01:23;67250;26.63;26.68;42.286;26.1;26.53;3.88;
2024-01-26T20:01:24;67350;26.64;26.69;42.916;26.1;26.53;3.876;
2024-01-26T20:01:25;67310;26.64;26.69;43.568;26.1;26.53;3.878;
2024-01-26T20:01:25;67280;26.64;26.69;44.032;26.1;26.53;3.878;
2024-01-26T20:01:26;67280;26.64;26.69;44.05;26.1;26.53;3.88;
2024-01-26T20:01:27;67300;26.63;26.68;44.205;26.1;26.53;3.88;
2024-01-26T20:01:28;67320;26.63;26.68;44.638;26.1;26.53;3.88;
2024-01-26T20:01:28;67320;26.63;26.68;45.235;26.1;26.53;3.88;
2024-01-26T20:01:29;67320;26.62;26.67;45.865;26.1;26.53;3.878;
2024-01-26T20:01:30;67320;26.64;26.69;46.313;26.1;26.53;3.876;
2024-01-26T20:01:31;67320;26.63;26.68;46.471;26.1;26.53;3.882;
2024-01-26T20:01:31;67320;26.63;26.68;46.65;26.1;26.53;3.882;
2024-01-26T20:01:32;67340;26.62;26.67;47.207;26.1;26.53;3.876;
2024-01-26T20:01:33;67320;26.63;26.68;47.852;26.1;26.53;3.88;
2024-01-26T20:01:33;67350;26.61;26.66;48.472;26.1;26.53;3.88;
2024-01-26T20:01:34;67360;26.62;26.67;48.985;26.1;26.53;3.88;
2024-01-26T20:01:35;67360;26.61;26.66;49.104;26.1;26.53;3.882;
2024-01-26T20:01:36;67330;26.62;26.67;49.19;26.1;26.53;3.882;
2024-01-26T20:01:36;67380;26.61;26.66;49.602;26.1;26.53;3.882;
2024-01-26T20:01:37;67340;26.63;26.68;49.942;26.1;26.53;3.88;
2024-01-26T20:01:38;67370;26.62;26.67;50.284;26.1;26.53;3.88;
2024-01-26T20:01:39;67400;26.61;26.66;50.627;26.1;26.53;3.882;
2024-01-26T20:01:39;67380;26.63;26.68;50.908;26.1;26.53;3.882;
2024-01-26T20:01:40;67400;26.62;26.67;51.229;26.1;26.53;3.88;
2024-01-26T20:01:41;67400;26.63;26.68;51.696;26.1;26.53;3.882;
2024-01-26T20:01:42;67380;26.63;26.68;52.156;26.1;26.53;3.878;
2024-01-26T20:01:42;67430;26.64;26.69;52.561;26.1;26.53;3.882;
2024-01-26T20:01:43;67430;26.63;26.68;52.95;26.1;26.53;3.882;
2024-01-26T20:01:44;67430;26.64;26.69;53.208;26.1;26.53;3.88;
2024-01-26T20:01:45;67390;26.63;26.68;53.329;26.1;26.53;3.88;
2024-01-26T20:01:45;67410;26.62;26.67;53.718;26.1;26.53;3.876;
2024-01-26T20:01:46;67470;26.63;26.68;54.228;26.1;26.53;3.88;
2024-01-26T20:01:47;67460;26.62;26.67;54.741;26.1;26.53;3.882;
2024-01-26T20:01:47;67460;26.64;26.69;55.181;26.1;26.53;3.882;
2024-01-26T20:01:48;67490;26.63;26.68;55.489;26.1;26.53;3.882;
2024-01-26T20:01:49;67470;26.62;26.67;55.727;26.1;26.53;3.882;
2024-01-26T20:01:50;67440;26.62;26.67;56.075;26.2;26.63;3.88;
2024-01-26T20:01:50;67460;26.62;26.67;56.398;26.2;26.63;3.882;
2024-01-26T20:01:51;67490;26.61;26.66;56.631;26.2;26.63;3.882;
2024-01-26T20:01:52;67460;26.61;26.66;57.007;26.2;26.63;3.882;
2024-01-26T20:01:53;67460;26.61;26.66;57.474;26.2;26.63;3.882;
2024-01-26T20:01:53;67490;26.63;26.68;57.76;26.2;26.63;3.88;
2024-01-26T20:01:54;67490;26.61;26.66;57.92;26.2;26.63;3.88;
2024-01-26T20:01:55;67490;26.61;26.66;57.846;26.2;26.63;3.88;
2024-01-26T20:01:56;67470;26.61;26.66;57.533;26.2;26.63;3.882;
2024-01-26T20:01:56;67440;26.61;26.66;57.204;26.2;26.63;3.88;
2024-01-26T20:01:57;67460;26.61;26.66;57.017;26.1;26.53;3.882;
2024-01-26T20:01:58;67490;26.61;26.66;56.899;26.1;26.53;3.88;
2024-01-26T20:01:59;67470;26.59;26.64;56.67;26.1;26.53;3.88;
2024-01-26T20:01:59;67470;26.61;26.66;56.266;26.1;26.53;3.88;
2024-01-26T20:02:00;67460;26.6;26.65;55.911;26.1;26.53;3.878;
2024-01-26T20:02:01;67490;26.59;26.64;55.484;26.1;26.53;3.88;
2024-01-26T20:02:01;67450;26.61;26.66;54.846;26.1;26.53;3.88;
2024-01-26T20:02:02;67470;26.61;26.66;54.164;26.1;26.53;3.876;
2024-01-26T20:02:03;67490;26.63;26.68;53.615;26.1;26.53;3.882;
2024-01-26T20:02:04;67470;26.64;26.69;53.004;26.1;26.53;3.882;
2024-01-26T20:02:04;67420;26.61;26.66;52.313;26.1;26.53;3.882;
2024-01-26T20:02:05;67450;26.64;26.69;51.806;26.1;26.53;3.882;
2024-01-26T20:02:06;67440;26.65;26.7;51.08;26.1;26.53;3.882;
2024-01-26T20:02:07;67440;26.61;26.66;50.251;26.1;26.53;3.88;
2024-01-26T20:02:07;67440;26.63;26.68;49.315;26.1;26.53;3.882;
2024-01-26T20:02:08;67420;26.61;26.66;48.281;26.1;26.53;3.88;
2024-01-26T20:02:09;67420;26.62;26.67;47.399;26.1;26.53;3.882;
2024-01-26T20:02:10;67420;26.63;26.68;46.841;26.1;26.53;3.882;
2024-01-26T20:02:10;67340;26.61;26.66;46.436;26.1;26.53;3.882;
2024-01-26T20:02:11;67350;26.62;26.67;45.995;26.1;26.53;3.882;
2024-01-26T20:02:12;67390;26.61;26.66;45.363;26.1;26.53;3.88;
2024-01-26T20:02:13;67400;26.62;26.67;44.655;26.1;26.53;3.88;
2024-01-26T20:02:13;67400;26.61;26.66;43.906;26.1;26.53;3.882;
2024-01-26T20:02:14;67360;26.62;26.67;43.136;26.1;26.53;3.882;
2024-01-26T20:02:15;67380;26.63;26.68;42.381;26.1;26.53;3.882;
2024-01-26T20:02:15;67380;26.64;26.69;41.932;26.1;26.53;3.882;
2024-01-26T20:02:16;67400;26.63;26.68;41.344;26;26.43;3.882;
2024-01-26T20:02:17;67400;26.65;26.7;40.604;26;26.43;3.88;
2024-01-26T20:02:18;67380;26.63;26.68;39.808;26;26.43;3.882;
2024-01-26T20:02:18;67410;26.61;26.66;39.179;26;26.43;3.882;
2024-01-26T20:02:19;67410;26.65;26.7;38.586;26;26.43;3.882;
2024-01-26T20:02:20;67430;26.64;26.69;38.007;26;26.43;3.88;
2024-01-26T20:02:21;67370;26.63;26.68;37.434;26;26.43;3.882;
2024-01-26T20:02:21;67410;26.62;26.67;36.65;26;26.43;3.88;
2024-01-26T20:02:22;67370;26.62;26.67;36.174;26;26.43;3.882;
2024-01-26T20:02:23;67400;26.64;26.69;35.973;26;26.43;3.882;
2024-01-26T20:02:24;67400;26.65;26.7;36.001;26;26.43;3.88;
2024-01-26T20:02:24;67430;26.65;26.7;35.869;26;26.43;3.88;
2024-01-26T20:02:25;67480;26.64;26.69;35.337;26;26.43;3.88;
2024-01-26T20:02:26;67400;26.64;26.69;34.96;26;26.43;3.88;
2024-01-26T20:02:27;67440;26.67;26.72;34.623;26;26.43;3.882;
2024-01-26T20:02:27;67420;26.65;26.7;34.176;26;26.43;3.882;
2024-01-26T20:02:28;67390;26.65;26.7;33.733;26;26.43;3.88;
2024-01-26T20:02:29;67440;26.65;26.7;33.26;26;26.43;3.882;
2024-01-26T20:02:29;67390;26.63;26.68;32.775;26;26.43;3.88;
2024-01-26T20:02:30;67400;26.62;26.67;32.057;26;26.43;3.88;
2024-01-26T20:02:31;67420;26.66;26.71;31.593;26;26.43;3.88;
2024-01-26T20:02:32;67420;26.63;26.68;31.365;26;26.43;3.882;
2024-01-26T20:02:32;67420;26.64;26.69;31.348;26;26.43;3.88;
2024-01-26T20:02:33;67390;26.66;26.71;31.303;26;26.43;3.88;
2024-01-26T20:02:34;67440;26.67;26.72;31.263;26;26.43;3.88;
2024-01-26T20:02:35;67440;26.64;26.69;31.15;26;26.43;3.88;
2024-01-26T20:02:35;67420;26.65;26.7;30.964;26;26.43;3.88;
2024-01-26T20:02:36;67400;26.65;26.7;30.53;26;26.43;3.882;
2024-01-26T20:02:37;67430;26.65;26.7;30.292;26;26.43;3.882;
2024-01-26T20:02:38;67430;26.64;26.69;30.027;26;26.43;3.88;
