/data_file_name=/CTD002_D20240801T091716,csv;;;;;;;;
/tare_pressure=10,354;;;;;;;;
/tare_pressure_sd=0,002;;;;;;;;
/tare_pressure_n=10;;;;;;;;
datetime;conductivity;temperature1;temperature 1 corrigé;pressure;temperature2;temperature 2 corrigé;voltage;Remarques
2024-08-01T09:17:18;5214;5,47;5,70;0,003;5,2;5,30;4,042;
2024-08-01T09:17:19;5194;5,51;5,74;0,01;5,2;5,30;4,002;
2024-08-01T09:17:19;5250;5,5;5,73;0,009;5,2;5,30;4,006;
2024-08-01T09:17:20;5248;5,56;5,79;0,006;5,2;5,30;4,008;
2024-08-01T09:17:21;5268;5,66;5,89;0,008;5,2;5,30;3,994;
2024-08-01T09:17:22;5245;5,62;5,85;0,013;5,2;5,30;3,996;
2024-08-01T09:17:22;5278;5,6;5,83;0,003;5,2;5,30;3,994;
2024-08-01T09:17:23;5244;5,55;5,78;0,002;5,2;5,30;3,996;
2024-08-01T09:17:24;5190;5,58;5,81;0,011;5,2;5,30;4,002;
2024-08-01T09:17:25;5190;5,58;5,81;0,007;5,2;5,30;4,002;
2024-08-01T09:17:25;5207;5,54;5,77;0,008;5,2;5,30;4,002;
2024-08-01T09:17:26;5211;5,45;5,68;0,002;5,2;5,30;4,002;
2024-08-01T09:17:27;5230;5,45;5,68;0,002;5,2;5,30;4,002;
2024-08-01T09:17:28;5243;5,44;5,67;0,01;5,2;5,30;4,002;
2024-08-01T09:17:29;5221;5,4;5,63;0,014;5,2;5,30;3,98;
2024-08-01T09:17:29;21900;5,39;5,62;0,01;5,2;5,30;3,852;Mise à l'eau
2024-08-01T09:17:30;30210;4,13;4,37;0,235;5,2;5,30;3,866;
2024-08-01T09:17:31;30270;3,54;3,79;0,266;5,1;5,20;3,868;
2024-08-01T09:17:32;30180;3,27;3,52;0,358;4,9;4,99;3,83;
2024-08-01T09:17:32;30170;3,09;3,34;0,615;4,7;4,79;3,8;
2024-08-01T09:17:33;30130;3,01;3,26;1,003;4,5;4,59;3,812;
2024-08-01T09:17:34;30140;2,93;3,19;1,647;4,2;4,28;3,818;
2024-08-01T09:17:35;30130;2,79;3,05;2,142;4;4,08;3,824;
2024-08-01T09:17:35;30120;2,8;3,06;2,794;3,8;3,88;3,826;
