/data_file_name=/CTD002_D20240624T171737,csv;;;;;;;;
/tare_pressure=10,321;;;;;;;;
/tare_pressure_sd=0,002;;;;;;;;
/tare_pressure_n=10;;;;;;;;
datetime;conductivity;temperature1;temperature 1 corrigé;pressure;temperature2;temperature 2 corrige;voltage;Remarques
2024-06-24T17:22:35;20480;6,51;6,73;0,033;5,7;5,81;3,852;
2024-06-24T17:22:36;20680;6,48;6,71;0,044;5,7;5,81;3,846;
2024-06-24T17:22:36;20440;6,48;6,71;0,038;5,7;5,81;3,818;
2024-06-24T17:22:37;20190;6,31;6,54;0,06;5,6;5,7;3,818;
2024-06-24T17:22:38;20200;6,44;6,67;0,045;5,6;5,7;3,802;
2024-06-24T17:22:39;20430;6,45;6,68;0,044;5,7;5,81;3,802;
2024-06-24T17:22:40;20490;6,51;6,73;0,035;5,7;5,81;3,83;
2024-06-24T17:22:40;20400;6,38;6,61;0,038;5,7;5,81;3,86;
2024-06-24T17:22:41;20350;6,45;6,68;0,035;5,7;5,81;3,84;
2024-06-24T17:22:42;20190;6,36;6,59;0,047;5,6;5,7;3,818;
2024-06-24T17:22:43;21020;6,46;6,69;0,024;5,7;5,81;3,806;
2024-06-24T17:22:43;21170;6,47;6,7;0,017;5,7;5,81;3,812;
2024-06-24T17:22:44;21250;6,44;6,67;0,021;5,7;5,81;3,826;
